lead_id,company_size,industry,annual_revenue_musd,employee_count,job_title,website_visits_30d,email_opens_30d,email_clicks_30d,demo_requested,days_since_last_activity,deal_stage,lead_source,region,historical_purchase_count,months_since_first_contact,true_conversion_prob,converted,CLV_usd
L100215,Small,Manufacturing,33.56,153,Manager,7,1,1,0,32,SQL,Cold Email,India,0,10,0.09054767105212835,0,18257.5
L100216,Small,Software,16.35,150,Owner,10,5,0,0,119,Lead,Cold Email,North America,0,54,0.0,0,8551.88
L100217,Medium,Retail,8.29,165,Manager,3,4,0,0,116,Opportunity,Cold Email,North America,0,3,0.0,0,5414.43
L100218,Medium,Manufacturing,12.02,140,Owner,3,3,0,1,178,Closed Won,Partner,EMEA,0,22,0.03552090807573015,0,11320.67
L100219,Large,Education,8.33,145,CxO,4,3,0,0,68,Closed Won,Website,EMEA,0,32,0.04513824743841551,0,11044.47
L100220,Medium,Education,40.17,178,Director,2,2,0,0,86,Closed Won,Referral,LATAM,1,32,0.04916845434267629,0,22872.21
L100221,Medium,Retail,5.26,150,CxO,1,3,0,0,15,Closed Won,Referral,APAC,1,13,0.11493435848096056,1,23206.26
L100222,Small,Healthcare,30.68,147,Owner,4,5,0,0,40,MQL,Referral,LATAM,0,1,0.0338949205612742,0,15539.97
L100223,Small,Retail,7.18,178,CxO,6,1,1,0,109,MQL,Partner,North America,0,2,0.0,0,5638.83
L100224,Small,Healthcare,45.65,144,Director,4,4,1,0,90,Lead,Event,EMEA,2,51,0.0,0,28427.33
L100225,Small,Manufacturing,18.67,158,Manager,6,4,1,0,72,MQL,LinkedIn,India,1,43,0.05441447428531637,0,12750.05
L100226,Large,Healthcare,5.76,149,Manager,5,2,0,0,13,Closed Won,Partner,North America,0,17,0.18258464356190512,0,9836.38
L100227,Small,Manufacturing,8.94,141,Owner,3,3,0,0,28,SQL,LinkedIn,EMEA,0,34,0.11413563994719997,0,7505.74
L100228,Large,Manufacturing,24.82,147,Analyst,5,3,0,0,141,Closed Lost,Website,North America,0,52,0.0,0,22507.16
L100229,Medium,Energy,7.4,165,Director,10,4,0,0,94,SQL,LinkedIn,LATAM,1,3,0.09829933330264568,0,9773.01
L100230,Medium,Finance,12.46,166,Manager,2,1,0,0,134,Opportunity,Partner,EMEA,0,7,0.033959571596583714,0,11739.47
L100231,Medium,Manufacturing,7.29,154,Engineer,8,1,0,0,171,Lead,LinkedIn,APAC,0,6,0.01137260134761759,0,5540.68
L100232,Medium,Healthcare,70.75,167,CxO,4,0,0,0,8,SQL,LinkedIn,India,0,36,0.14240931584722882,0,38442.6
L100233,Medium,Finance,84.02,152,Owner,6,3,0,0,77,SQL,Cold Email,EMEA,0,43,0.020361550113366503,0,46425.58
L100234,Small,Finance,52.62,133,Engineer,2,1,1,0,82,SQL,Referral,North America,0,25,0.016961509857402145,0,22238.4
L100235,Medium,Manufacturing,10.76,143,Engineer,4,5,2,0,52,Closed Won,Website,EMEA,0,10,0.05124071649769143,0,6615.66
L100236,Small,Retail,8.14,173,Analyst,7,7,1,0,73,Closed Won,Website,APAC,0,56,0.06969580556916082,0,6387.87
L100237,Small,Retail,5.59,136,Analyst,6,5,1,0,46,Opportunity,LinkedIn,APAC,0,49,0.088957037338766,0,3434.04
L100238,Medium,Education,56.58,164,Analyst,3,5,0,0,143,MQL,LinkedIn,EMEA,0,16,0.0,0,27859.69
L100239,Small,Finance,30.9,154,Engineer,4,2,0,0,46,MQL,LinkedIn,LATAM,1,4,0.006213655851615249,0,16316.23
L100240,Large,Manufacturing,32.42,142,VP,4,5,0,0,164,MQL,Website,India,0,45,0.004277462877164129,0,23572.96
L100241,Large,Energy,9.49,171,VP,7,1,0,0,22,SQL,Website,India,1,49,0.1735039991631394,0,21978.2
L100242,Large,Retail,2.1,153,Engineer,5,2,0,0,158,MQL,Event,APAC,1,12,0.0,0,20872.51
L100243,Small,Energy,2.64,145,CxO,7,3,0,0,57,Closed Lost,Partner,North America,1,19,0.0,0,4209.5
L100244,Small,Manufacturing,12.91,156,Owner,4,1,0,0,129,MQL,Website,APAC,1,34,0.0,0,5893.83
L100245,Large,Manufacturing,7.22,141,Engineer,3,1,1,0,85,Closed Won,Event,LATAM,0,17,0.05741587304797398,0,6591.44
L100246,Small,Finance,6.44,155,Owner,3,3,0,0,124,Closed Won,Partner,APAC,0,13,0.0,0,2643.55
L100247,Large,Energy,17.2,151,Engineer,3,5,0,0,3,MQL,Partner,LATAM,1,12,0.1404622507103924,0,26271.5
L100248,Large,Education,33.57,161,Analyst,3,2,1,0,96,Closed Won,LinkedIn,LATAM,1,21,0.041345510869802704,0,34074.59
L100249,Large,Finance,6.04,145,Owner,4,5,0,0,149,Closed Won,Event,North America,0,12,0.0002147205156056691,0,14262.48
L100250,Small,Software,3.3,142,Analyst,6,3,1,0,30,SQL,Cold Email,EMEA,1,53,0.1510350418196786,0,5796.02
L100251,Small,Energy,6.19,136,Analyst,4,2,0,0,96,Opportunity,LinkedIn,North America,1,4,0.015941335197537574,0,3530.98
L100252,Large,Retail,4.29,151,VP,11,3,1,0,53,Closed Won,Cold Email,North America,1,45,0.23842537306171283,0,27369.56
L100253,Small,Retail,22.04,153,Engineer,3,7,1,0,123,Opportunity,Website,EMEA,1,52,0.0,0,15877.97
L100254,Small,Retail,12.13,143,CxO,6,4,0,0,147,Closed Lost,LinkedIn,EMEA,1,24,0.0,0,4935.66
L100255,Medium,Healthcare,79.88,151,CxO,1,5,0,0,168,Lead,Event,EMEA,0,14,0.0,0,43138.5
L100256,Large,Manufacturing,25.4,132,Analyst,10,2,1,1,8,MQL,Event,North America,1,43,0.24280398831564665,0,38928.17
L100257,Medium,Finance,74.73,144,Analyst,4,3,1,0,175,Opportunity,Cold Email,APAC,2,54,0.0,0,51544.34
L100258,Medium,Retail,2.99,172,Engineer,5,2,0,0,22,Opportunity,Event,APAC,0,14,0.09467828211496335,0,4252.93
L100259,Small,Software,0.47,164,CxO,3,5,0,0,160,Lead,Event,North America,1,14,0.0,0,4892.87
L100260,Medium,Retail,15.53,147,Engineer,6,3,1,0,32,MQL,Website,EMEA,0,21,0.042073401054707,0,8392.61
L100261,Large,Education,13.78,166,Owner,11,3,0,0,52,Closed Lost,Website,North America,0,35,0.11470136543936774,0,15951.55
L100262,Small,Manufacturing,10.77,136,VP,6,3,1,0,114,MQL,Event,APAC,0,20,0.0,0,4191.23
L100263,Medium,Energy,13.41,163,Engineer,3,1,0,0,20,MQL,Referral,EMEA,0,16,0.07591993142675138,0,10092.82
L100264,Large,Manufacturing,3.96,150,Analyst,2,4,0,0,63,Closed Lost,Referral,North America,0,12,0.0,0,13471.47
L100265,Medium,Energy,21.4,156,Manager,5,7,0,0,31,Closed Won,Event,APAC,0,58,0.07544820465601146,0,16234.55
L100266,Medium,Energy,25.44,152,VP,7,2,0,0,168,SQL,Cold Email,EMEA,0,29,0.0,0,11299.3
L100267,Medium,Finance,3.67,152,CxO,3,3,0,1,45,SQL,Website,EMEA,0,15,0.17002590183845026,0,6917.98
L100268,Small,Healthcare,8.55,149,CxO,1,1,0,0,149,Closed Won,LinkedIn,India,1,59,0.0,0,9783.76
L100269,Small,Energy,9.1,151,Analyst,9,5,1,0,17,MQL,Referral,EMEA,0,15,0.06304269186773957,0,501.53
L100270,Large,Energy,6.23,147,Analyst,6,3,1,1,99,Closed Lost,LinkedIn,APAC,0,49,0.13971260672775215,0,8895.85
L100271,Large,Finance,3.81,156,VP,6,3,1,0,118,Lead,Website,APAC,1,45,0.033428016955104126,0,21437.01
L100272,Large,Retail,12.34,146,Analyst,3,5,0,0,152,Closed Won,Event,LATAM,1,34,0.03633606333373497,0,19542.91
L100273,Large,Education,15.81,146,Manager,4,2,0,0,89,Closed Won,Website,APAC,0,47,0.05861034026519909,0,17564.64
L100274,Medium,Software,6.62,168,VP,6,3,1,0,76,Closed Lost,LinkedIn,APAC,0,48,0.06885718178208183,0,2679.01
L100275,Medium,Finance,4.09,151,Analyst,2,2,0,0,95,Closed Lost,Referral,APAC,0,1,0.0,0,2081.22
L100276,Medium,Healthcare,18.37,148,Owner,7,5,0,0,66,Closed Lost,Event,EMEA,1,7,0.01143975003799351,0,16281.17
L100277,Medium,Finance,5.66,146,Director,8,1,0,0,118,Opportunity,Event,LATAM,1,47,0.07586793196645605,0,12794.48
L100278,Medium,Manufacturing,8.94,151,Manager,5,4,0,0,18,Closed Lost,Event,LATAM,2,26,0.0684995051930456,0,11457.34
L100279,Medium,Retail,7.88,170,VP,6,2,0,0,77,Closed Won,Website,North America,0,36,0.06724080739930197,0,7194.08
L100280,Large,Retail,42.34,138,Director,3,1,0,0,20,MQL,Cold Email,North America,0,4,0.05641022465001991,0,28306.73
L100281,Small,Energy,5.92,161,Engineer,6,0,0,0,49,Closed Won,Referral,LATAM,0,27,0.04440497736706184,0,3421.12
L100282,Small,Retail,68.41,140,Manager,6,0,0,0,151,SQL,Partner,LATAM,0,57,0.0,0,34116.52
L100283,Small,Retail,25.85,154,Engineer,5,5,1,0,60,SQL,Referral,EMEA,0,41,0.0,0,13171.91
L100284,Medium,Retail,75.26,144,Director,8,2,1,0,79,Closed Won,Referral,APAC,2,40,0.10736932120588714,0,48761.94
L100285,Small,Retail,23.68,131,CxO,7,7,0,0,100,Lead,Partner,LATAM,0,45,0.003280896581684031,0,13610.41
L100286,Medium,Software,9.77,146,CxO,5,1,0,0,71,Opportunity,LinkedIn,India,0,51,0.06894953437551614,0,10623.73
L100287,Medium,Healthcare,4.87,142,Analyst,2,1,0,0,59,Closed Lost,Referral,EMEA,0,4,0.01306018777571686,0,1238.78
L100288,Small,Energy,8.54,139,CxO,2,2,0,0,92,Closed Won,Event,North America,0,22,0.0,0,3611.19
L100289,Medium,Retail,53.91,163,Engineer,9,3,0,0,178,MQL,Event,EMEA,2,41,0.0,0,43015.23
L100290,Small,Energy,11.61,161,Manager,4,5,0,0,177,Lead,Website,LATAM,2,37,0.0,0,9887.79
L100291,Small,Healthcare,23.59,139,Engineer,5,0,1,0,56,MQL,Partner,India,0,9,0.022726643641124637,0,12537.44
L100292,Large,Education,14.98,149,Engineer,11,4,0,0,141,MQL,Event,LATAM,0,51,0.0,0,16517.24
L100293,Small,Retail,15.64,148,CxO,3,2,0,0,23,Closed Lost,Partner,North America,0,25,0.039676395962823505,0,7189.81
L100294,Small,Energy,16.25,141,Engineer,3,2,0,0,9,Opportunity,Event,EMEA,1,6,0.0936065031575028,0,11055.41
L100295,Medium,Finance,19.99,158,Director,4,8,1,0,44,Opportunity,Referral,North America,0,17,0.07856695537908444,0,14220.83
L100296,Medium,Energy,5.4,173,VP,3,0,0,0,113,SQL,Partner,LATAM,0,18,0.022655157313584372,0,7869.39
L100297,Small,Retail,9.25,152,VP,6,4,0,1,10,MQL,Event,LATAM,0,1,0.18561458896258387,0,4790.91
L100298,Medium,Manufacturing,16.6,156,VP,7,0,0,0,92,Closed Won,Cold Email,EMEA,0,24,0.07691366085324348,0,9133.68
L100299,Small,Software,14.35,140,Analyst,2,5,0,0,97,MQL,Partner,LATAM,2,43,0.0,0,9244.76
L100300,Small,Finance,7.68,157,Owner,4,3,0,0,65,SQL,Partner,APAC,0,23,0.047260576282239584,0,5318.18
L100301,Medium,Finance,18.48,143,Owner,3,2,0,0,168,MQL,LinkedIn,EMEA,0,51,0.0,0,11307.72
L100302,Medium,Manufacturing,5.63,153,CxO,5,2,0,0,54,Opportunity,Cold Email,North America,0,56,0.12100916865788663,0,2366.24
L100303,Medium,Retail,3.59,158,Owner,7,1,0,0,47,SQL,Partner,India,0,2,0.11048053259487443,0,3736.35
L100304,Medium,Software,16.36,145,CxO,5,0,0,0,47,Lead,Website,LATAM,1,54,0.04658996277398308,0,15888.53
L100305,Large,Finance,3.67,150,VP,4,0,1,0,168,MQL,Referral,India,1,5,0.0,0,19423.06
L100306,Medium,Software,16.12,139,Manager,5,2,0,0,57,MQL,LinkedIn,North America,0,45,0.07615524838285007,0,9109.75
L100307,Small,Finance,1.73,165,Analyst,7,1,0,0,166,Closed Lost,Referral,India,2,26,0.0,0,3439.85
L100308,Medium,Retail,5.9,146,VP,6,2,0,0,71,Opportunity,Event,EMEA,1,20,0.15035934761763065,0,12874.1
L100309,Small,Education,8.78,135,Engineer,3,2,0,0,137,Lead,Website,North America,1,17,0.0,0,6944.18
L100310,Small,Finance,2.44,140,Owner,6,1,1,0,52,MQL,Cold Email,EMEA,1,32,0.060226616676442364,0,1582.0
L100311,Small,Education,8.39,159,VP,5,5,0,0,108,MQL,Cold Email,EMEA,0,59,0.0,0,3099.36
L100312,Small,Finance,39.85,160,Owner,4,1,1,0,74,Lead,Referral,India,0,45,0.02901429616294711,0,25157.02
L100313,Large,Healthcare,3.42,151,VP,2,2,0,0,59,Closed Lost,Cold Email,APAC,0,15,0.03693869083275663,0,11633.35
L100314,Large,Retail,8.62,133,Owner,5,3,0,0,77,Opportunity,LinkedIn,EMEA,0,50,0.08555532430786193,0,13139.01
L100315,Medium,Manufacturing,66.86,138,Manager,5,4,0,0,68,Closed Won,Referral,EMEA,1,56,0.12106159263188358,0,41855.37
L100316,Small,Education,4.21,147,CxO,5,2,0,0,49,Lead,LinkedIn,North America,1,20,0.05091103376722692,0,3475.9
L100317,Small,Manufacturing,49.27,159,Owner,3,5,1,0,111,Opportunity,Website,APAC,1,36,0.02063269969432981,0,30635.65
L100318,Small,Retail,9.22,144,CxO,6,2,1,0,24,Closed Lost,LinkedIn,LATAM,1,1,0.05708957161046561,0,5680.08
L100319,Small,Energy,13.49,150,Engineer,5,3,0,0,25,MQL,Website,EMEA,0,50,0.04117358622072285,0,5177.71
L100320,Medium,Manufacturing,44.32,166,VP,5,1,0,0,37,Lead,Website,North America,1,44,0.06658612210884403,0,33281.54
L100321,Medium,Retail,7.5,138,Director,6,1,0,0,43,Opportunity,Event,India,2,1,0.13661184065651252,0,17766.13
L100322,Medium,Manufacturing,22.9,152,Engineer,5,1,0,0,44,MQL,LinkedIn,North America,0,38,0.0572450006382429,0,11287.75
L100323,Small,Education,29.51,149,Owner,6,2,0,0,97,SQL,LinkedIn,APAC,0,2,0.05370249682157782,0,12749.59
L100324,Large,Healthcare,6.35,138,CxO,2,2,0,0,16,Opportunity,LinkedIn,North America,0,15,0.10837779932187053,0,8826.27
L100325,Medium,Manufacturing,5.69,146,Manager,12,5,0,0,115,Opportunity,Cold Email,LATAM,2,52,0.1069138828725048,0,10392.31
L100326,Medium,Education,9.69,171,Owner,7,4,0,0,52,Opportunity,Event,India,0,27,0.10432068045476414,0,8286.06
L100327,Medium,Finance,10.0,127,CxO,4,2,0,0,163,MQL,Partner,India,0,27,0.0,0,4866.77
L100328,Small,Retail,4.14,138,CxO,5,5,1,0,94,Closed Lost,Cold Email,EMEA,0,32,0.0,0,3853.22
L100329,Small,Software,6.41,152,Owner,7,3,0,0,17,Closed Won,Partner,APAC,1,30,0.14857830764409125,0,7349.02
L100330,Small,Energy,0.38,152,Manager,1,6,0,0,11,Closed Won,Website,India,0,43,0.06000214970296058,0,0.0
L100331,Medium,Software,8.72,175,VP,5,0,0,0,138,SQL,Event,India,3,19,0.029507950449952927,0,21220.21
L100332,Small,Retail,29.8,171,VP,6,3,0,0,25,Lead,Event,LATAM,2,37,0.05234767344333832,0,16758.74
L100333,Small,Healthcare,2.3,161,Owner,5,1,1,0,168,SQL,Referral,North America,0,10,0.0,0,3377.12
L100334,Small,Manufacturing,7.67,156,Owner,2,3,1,0,135,Lead,Website,LATAM,1,41,0.0,0,3634.8
L100335,Small,Healthcare,140.1,150,Owner,5,3,0,0,95,Lead,Referral,APAC,0,35,0.0,0,72442.35
L100336,Large,Software,11.91,153,CxO,2,4,0,0,118,SQL,Website,APAC,0,10,0.0,0,10142.82
L100337,Medium,Energy,47.31,126,Owner,4,2,2,0,112,SQL,Referral,India,1,38,0.0635824696339233,0,33109.65
L100338,Medium,Education,4.43,152,Engineer,5,3,0,0,132,Opportunity,LinkedIn,EMEA,0,47,0.0,0,2058.91
L100339,Small,Energy,19.08,141,Director,6,4,1,0,164,MQL,Event,North America,0,5,0.0,0,12011.77
L100340,Medium,Retail,3.74,140,Owner,3,2,0,0,46,Closed Won,Event,North America,0,59,0.12751335143497147,0,6263.69
L100341,Medium,Retail,18.19,153,Engineer,6,2,0,0,133,Lead,Referral,APAC,0,30,0.0,0,15022.75
L100342,Small,Healthcare,28.28,146,Analyst,6,4,1,1,21,Lead,Referral,LATAM,0,52,0.13092610155320292,0,15931.02
L100343,Small,Education,22.31,155,Engineer,3,3,0,0,89,Opportunity,Cold Email,India,0,37,0.022620987680606865,0,13678.49
L100344,Small,Healthcare,8.63,164,CxO,4,3,1,1,28,Closed Won,Event,North America,1,34,0.16830630645120775,0,6024.23
L100345,Medium,Manufacturing,16.04,145,CxO,4,4,0,0,156,MQL,LinkedIn,LATAM,0,17,0.0,0,8860.62
L100346,Medium,Finance,16.19,150,Director,7,1,1,0,146,Opportunity,LinkedIn,LATAM,0,8,0.0,0,13863.17
L100347,Small,Education,23.71,147,Director,4,3,0,0,2,Closed Lost,Partner,APAC,2,41,0.043034374886734054,0,15255.41
L100348,Small,Finance,10.76,156,Director,7,4,0,0,39,MQL,Partner,India,1,48,0.060990173022681136,0,10189.56
L100349,Medium,Energy,30.91,166,CxO,5,2,0,0,46,Closed Lost,Website,India,0,27,0.02532011250101325,0,16786.3
L100350,Medium,Manufacturing,51.14,134,CxO,2,1,0,0,127,Lead,Cold Email,EMEA,1,2,0.0,0,32956.16
L100351,Large,Finance,8.87,156,Engineer,6,4,1,0,103,Closed Won,Referral,India,1,22,0.056682280847939484,0,18206.86
L100352,Medium,Software,12.76,151,CxO,5,3,1,0,124,Lead,Partner,APAC,1,9,0.0,0,14372.8
L100353,Small,Energy,4.93,174,Analyst,3,4,0,0,167,Opportunity,Website,LATAM,1,4,0.0,0,4446.14
L100354,Small,Finance,17.12,136,VP,2,1,0,0,86,MQL,Event,North America,1,1,0.0,0,11489.61
L100355,Medium,Manufacturing,17.23,165,VP,8,5,0,0,154,MQL,Event,LATAM,1,24,0.0,0,13347.27
L100356,Small,Finance,12.91,164,Director,1,3,0,0,12,Lead,Partner,North America,0,59,0.05348853929760236,0,10451.99
L100357,Medium,Retail,13.92,167,CxO,5,3,1,0,85,Opportunity,Website,EMEA,0,22,0.047104003157879035,0,5401.54
L100358,Large,Healthcare,83.25,158,Analyst,4,3,0,0,10,Closed Won,Event,EMEA,1,2,0.19776042842056887,1,104922.0
L100359,Medium,Software,0.68,167,VP,6,3,1,0,92,SQL,Website,EMEA,1,59,0.10852268858619774,1,24654.88
L100360,Small,Retail,7.41,165,Engineer,3,4,0,0,78,Closed Lost,Event,LATAM,1,52,0.0,0,8413.24
L100361,Medium,Retail,8.64,135,Manager,5,2,1,0,24,Opportunity,Event,APAC,1,16,0.12291357820063536,0,12799.34
L100362,Medium,Manufacturing,52.3,148,Owner,3,2,0,0,84,Closed Won,LinkedIn,India,1,40,0.053163561086577986,0,29324.55
L100363,Medium,Healthcare,19.6,150,Engineer,7,4,1,0,170,Closed Lost,Event,North America,0,32,0.0,0,14347.13
L100364,Large,Healthcare,20.08,164,Manager,5,2,0,0,54,Closed Won,LinkedIn,APAC,1,27,0.19497141845703572,0,29086.11
L100365,Small,Education,42.94,143,Analyst,7,3,1,0,72,MQL,Referral,India,0,4,0.008101546480487037,0,24914.31
L100366,Large,Energy,10.18,152,Engineer,6,4,0,0,27,SQL,Referral,North America,0,57,0.16275646843021985,0,15632.96
L100367,Large,Software,23.39,149,VP,8,3,1,0,86,Closed Lost,LinkedIn,LATAM,2,40,0.03930508279674473,0,35920.51
L100368,Small,Energy,7.17,138,CxO,6,4,1,0,156,SQL,LinkedIn,North America,0,22,0.0,0,6530.24
L100369,Small,Manufacturing,4.25,146,Manager,4,1,1,0,93,SQL,Website,LATAM,1,8,0.09424609822314739,0,1729.57
L100370,Small,Software,73.27,165,CxO,4,3,0,0,88,Lead,LinkedIn,India,0,5,0.0,0,33109.54
L100371,Small,Education,17.62,171,Analyst,2,6,0,0,162,MQL,Event,APAC,0,5,0.0,0,11866.29
L100372,Small,Finance,23.21,159,Owner,2,3,0,0,128,Opportunity,LinkedIn,North America,0,47,0.0,0,13712.95
L100373,Medium,Retail,4.14,141,Owner,5,2,0,0,173,Lead,Website,India,0,8,0.0,0,8423.73
L100374,Small,Software,20.29,141,CxO,2,2,0,0,102,Lead,Partner,EMEA,2,16,0.0,0,14883.6
L100375,Small,Energy,72.11,163,VP,1,2,1,0,23,SQL,Event,APAC,1,12,0.08379822517770853,0,36376.2
L100376,Large,Retail,9.23,169,Analyst,4,2,0,0,88,SQL,Event,EMEA,0,2,0.04953202658574839,0,9561.19
L100377,Small,Manufacturing,3.47,145,Owner,6,3,0,0,146,Closed Won,Website,EMEA,0,8,0.0,0,1720.77
L100378,Large,Energy,14.64,172,Director,6,1,1,0,18,Closed Won,Website,APAC,0,13,0.1811990252883881,0,15522.56
L100379,Small,Finance,4.32,151,Director,9,1,1,1,160,MQL,Partner,North America,1,2,0.0,0,7746.75
L100380,Small,Manufacturing,2.57,141,Manager,3,4,1,0,52,MQL,Partner,India,0,35,0.005241855528797489,0,3834.11
L100381,Medium,Finance,5.84,140,VP,9,2,0,1,103,Opportunity,Website,APAC,0,19,0.18500180668344426,0,7753.74
L100382,Medium,Finance,7.44,147,CxO,6,4,1,0,86,Lead,Referral,North America,0,45,0.0,0,7855.4
L100383,Large,Retail,4.54,158,Engineer,11,5,0,0,51,SQL,LinkedIn,APAC,1,17,0.11409496767225756,0,23022.12
L100384,Medium,Manufacturing,45.9,169,Engineer,5,6,0,0,112,SQL,Cold Email,APAC,2,0,0.05144561628585758,0,36224.11
L100385,Large,Manufacturing,80.61,130,Analyst,2,2,0,0,98,MQL,Partner,North America,0,19,0.029550118871221373,0,52297.12
L100386,Small,Software,22.6,143,Manager,7,0,0,0,111,Closed Won,Cold Email,EMEA,0,28,0.014648672583008426,0,11565.36
L100387,Small,Energy,17.89,157,Manager,2,3,0,0,100,Closed Lost,Partner,LATAM,1,23,0.0,0,13096.99
L100388,Medium,Manufacturing,10.57,149,Manager,2,3,0,0,168,Opportunity,Partner,North America,0,31,0.0,0,10589.65
L100389,Large,Software,4.97,160,VP,5,2,1,0,66,Closed Lost,Partner,LATAM,1,18,0.07420680020816042,0,19171.53
L100390,Large,Healthcare,60.52,155,Engineer,7,5,1,0,171,Lead,Partner,LATAM,1,4,0.0,0,44783.21
L100391,Small,Healthcare,11.44,137,Analyst,4,3,1,0,11,MQL,Referral,APAC,0,24,0.0575600645038103,0,8616.81
L100392,Small,Healthcare,7.67,148,VP,6,1,1,0,122,Closed Won,Referral,North America,0,23,0.0014970921499724886,0,3909.53
L100393,Medium,Education,33.61,135,Analyst,6,2,0,0,33,Closed Won,Cold Email,North America,0,39,0.08091358729181734,0,18713.22
L100394,Small,Manufacturing,11.32,132,VP,2,1,0,0,174,Lead,Website,EMEA,0,59,0.0,0,2113.33
L100395,Large,Education,32.37,153,CxO,10,6,0,0,20,Lead,Cold Email,LATAM,0,59,0.15526454174482976,0,16853.49
L100396,Large,Energy,8.09,162,VP,4,3,0,1,74,Closed Lost,Referral,EMEA,1,27,0.1510030742004278,0,27868.75
L100397,Small,Manufacturing,33.7,157,VP,4,5,0,0,32,MQL,Referral,India,0,38,0.09382365878625987,0,17606.22
L100398,Medium,Software,32.45,145,CxO,4,5,0,0,12,Lead,Event,LATAM,0,56,0.013509421005704444,0,23313.79
L100399,Medium,Education,45.82,150,Director,3,6,1,0,42,SQL,Event,EMEA,0,25,0.07470269646223916,0,24788.46
L100400,Small,Education,5.99,157,CxO,3,5,1,0,11,Closed Won,Partner,EMEA,0,26,0.09824679782900922,0,6671.36
L100401,Large,Energy,11.21,139,Manager,7,1,1,0,22,Closed Won,Event,LATAM,0,52,0.15956493976195524,0,12035.41
L100402,Medium,Education,85.44,152,Owner,7,1,0,0,81,SQL,Website,EMEA,1,15,0.06517188851990677,0,53945.98
L100403,Large,Finance,9.52,149,Director,7,2,0,0,126,Opportunity,Cold Email,India,1,10,0.09591980636547856,0,23197.45
L100404,Small,Software,27.41,139,Owner,3,4,1,0,59,Opportunity,LinkedIn,North America,0,26,0.10844484118504522,1,18210.55
L100405,Large,Healthcare,120.37,134,Engineer,5,3,0,0,112,Lead,LinkedIn,India,1,27,0.017522443544173465,0,76472.01
L100406,Small,Software,1.92,152,Owner,7,5,0,0,19,Closed Lost,Cold Email,LATAM,0,39,0.06399358449282569,1,6405.95
L100407,Small,Finance,9.21,145,Analyst,7,2,0,0,53,MQL,Referral,APAC,2,5,0.05858120496238262,0,8942.14
L100408,Large,Energy,12.21,156,VP,4,1,1,1,101,Opportunity,LinkedIn,LATAM,0,44,0.14354795956879968,1,34230.51
L100409,Small,Energy,2.02,164,Director,8,4,0,0,111,Closed Lost,Cold Email,North America,0,42,0.0,0,1594.06
L100410,Small,Manufacturing,7.72,136,Engineer,8,0,1,0,161,MQL,Website,India,0,59,0.0,0,6962.99
L100411,Large,Software,4.61,139,CxO,5,3,0,0,41,MQL,Event,EMEA,0,14,0.13769057457741762,0,7632.65
L100412,Large,Energy,28.72,134,CxO,10,3,0,0,42,Opportunity,Event,EMEA,0,0,0.18245157938166504,0,19235.38
L100413,Medium,Education,2.15,152,Manager,6,2,0,0,52,MQL,Website,APAC,0,35,0.09669860493598842,0,5302.14
L100414,Medium,Energy,80.59,127,Owner,9,4,0,0,9,Lead,Event,India,0,51,0.09909754622587394,0,42296.7
L100415,Small,Energy,24.29,149,Manager,8,6,0,0,111,SQL,LinkedIn,EMEA,0,16,0.055283562009209086,0,13258.62
L100416,Small,Energy,4.25,171,Director,6,2,1,0,23,Closed Lost,Partner,LATAM,0,7,0.05330581441916383,0,7452.61
L100417,Small,Energy,34.0,165,Owner,4,4,0,0,69,Closed Lost,Cold Email,EMEA,1,23,0.034871962478528515,0,21147.52
L100418,Medium,Healthcare,22.13,143,Analyst,2,2,0,0,132,SQL,Event,North America,0,38,0.020265527421989442,0,14353.04
L100419,Medium,Healthcare,11.72,147,VP,3,5,0,0,157,Lead,Cold Email,India,0,49,0.0,0,8601.28
L100420,Medium,Manufacturing,5.92,148,CxO,1,1,0,0,130,Lead,Website,EMEA,1,22,0.0,0,11995.48
L100421,Medium,Energy,21.07,139,Director,8,2,0,0,119,Closed Won,Event,EMEA,0,34,0.06593376554528367,0,14694.1
L100422,Small,Software,13.78,178,Owner,7,4,0,0,75,SQL,Partner,North America,0,47,0.08944569449564502,0,8279.38
L100423,Medium,Finance,6.12,158,Director,5,3,0,0,25,Lead,Partner,EMEA,0,43,0.02424132333578767,0,3598.55
L100424,Small,Manufacturing,3.18,150,Analyst,2,0,0,0,161,Opportunity,Website,APAC,1,25,0.0,0,3295.47
